Module;Function;Mehtod;Domain;Input;Average;StandDev;Min;Max;Median;Range
dict_find;fetch;sysfs;energy-pkg;1000000;3.3554;0.0305;3.3307;3.4164;3.3434;0.0857
dict_find;fetch;time;time;100;0.2889;0.0008;0.2873;0.2896;0.2891;0.0023
dict_find;fetch;time;time;500;0.2761;0.0004;0.2754;0.2767;0.2761;0.0013
dict_find;fetch;time;time;1000;0.306;0.0003;0.3055;0.3063;0.3061;0.0008
dict_find;fetch;time;time;5000;0.2703;0.0008;0.2696;0.2714;0.2699;0.0018
dict_find;fetch;time;time;10000;0.2891;0.0007;0.2881;0.2903;0.2892;0.0022
dict_find;fetch;time;time;20000;0.289;0.0011;0.2876;0.2911;0.2889;0.0035
dict_find;fetch;time;time;30000;0.2702;0.0004;0.2698;0.2709;0.2701;0.0011
dict_find;fetch;time;time;40000;0.2747;0.0005;0.2738;0.2754;0.2747;0.0016
dict_find;fetch;time;time;50000;0.3064;0.0004;0.3058;0.3069;0.3065;0.0011
dict_find;fetch;time;time;60000;0.2725;0.0003;0.2722;0.2729;0.2724;0.0007
dict_find;fetch;time;time;70000;0.2711;0.0004;0.2706;0.2716;0.2711;0.001
dict_find;fetch;time;time;80000;0.2703;0.001;0.2689;0.2717;0.2704;0.0028
dict_find;fetch;time;time;90000;0.2802;0.0005;0.2794;0.2807;0.2804;0.0013
dict_find;fetch;time;time;100000;0.2927;0.0006;0.292;0.2938;0.2925;0.0018
dict_find;fetch;time;time;200000;0.2889;0.0006;0.2881;0.2896;0.289;0.0015
dict_find;fetch;time;time;300000;0.2891;0.0009;0.2877;0.29;0.2892;0.0023
dict_find;fetch;time;time;400000;0.2755;0.0003;0.2751;0.276;0.2755;0.0009
dict_find;fetch;time;time;500000;0.2898;0.0006;0.289;0.291;0.2897;0.002
dict_find;fetch;time;time;600000;0.2699;0.0005;0.2689;0.2703;0.2701;0.0014
dict_find;fetch;time;time;700000;0.2747;0.0007;0.2737;0.2758;0.2746;0.0021
dict_find;fetch;time;time;800000;0.3028;0.0005;0.3021;0.3033;0.3029;0.0012
dict_find;fetch;time;time;900000;0.308;0.0005;0.3073;0.3088;0.308;0.0015
dict_find;fetch;time;time;1000000;0.2694;0.001;0.2679;0.2708;0.2692;0.0029
dict_find;find;sysfs;energy-pkg;100;3.8807;0.029;3.8517;3.9265;3.8778;0.0748
dict_find;find;sysfs;energy-pkg;500;3.6592;0.0218;3.6384;3.6917;3.6541;0.0533
dict_find;find;sysfs;energy-pkg;1000;4.1144;0.0147;4.0989;4.1365;4.1096;0.0376
dict_find;find;sysfs;energy-pkg;5000;3.4886;0.0199;3.4691;3.5275;3.4826;0.0584
dict_find;find;sysfs;energy-pkg;10000;3.7304;0.0189;3.6966;3.7623;3.7312;0.0657
dict_find;find;sysfs;energy-pkg;20000;3.7314;0.018;3.7049;3.7662;3.7302;0.0613
dict_find;find;sysfs;energy-pkg;30000;3.4602;0.0284;3.4137;3.491;3.4585;0.0773
dict_find;find;sysfs;energy-pkg;40000;3.5695;0.0185;3.5428;3.6009;3.5722;0.0581
dict_find;find;sysfs;energy-pkg;50000;4.0072;0.0261;3.9778;4.05;4.0084;0.0722
dict_find;find;sysfs;energy-pkg;60000;3.5016;0.0339;3.437;3.5392;3.5011;0.1022
dict_find;find;sysfs;energy-pkg;70000;3.4664;0.0241;3.4441;3.5172;3.4621;0.0731
dict_find;find;sysfs;energy-pkg;80000;3.5074;0.0352;3.4639;3.5515;3.5041;0.0876
dict_find;find;sysfs;energy-pkg;90000;3.626;0.0147;3.6068;3.6509;3.6241;0.0441
dict_find;find;sysfs;energy-pkg;100000;3.8038;0.0199;3.7726;3.8237;3.8126;0.0511
dict_find;find;sysfs;energy-pkg;200000;3.7415;0.0318;3.6875;3.7761;3.7468;0.0886
dict_find;find;sysfs;energy-pkg;300000;3.7865;0.042;3.6966;3.8343;3.7925;0.1377
dict_find;find;sysfs;energy-pkg;400000;3.577;0.0244;3.5333;3.6099;3.5802;0.0766
dict_find;find;sysfs;energy-pkg;500000;3.7773;0.0471;3.6975;3.828;3.779;0.1305
dict_find;find;sysfs;energy-pkg;600000;3.5371;0.0326;3.4939;3.5944;3.5306;0.1005
dict_find;find;sysfs;energy-pkg;700000;3.6367;0.0206;3.6124;3.6701;3.6325;0.0577
dict_find;find;sysfs;energy-pkg;800000;4.0774;0.0959;3.9256;4.1796;4.1124;0.254
dict_find;find;sysfs;energy-pkg;900000;4.2319;0.0565;4.1257;4.2807;4.2513;0.155
dict_find;find;sysfs;energy-pkg;1000000;3.6168;0.0324;3.5807;3.6592;3.6072;0.0785
dict_find;find;time;time;100;0.295;0.0009;0.2936;0.2958;0.2953;0.0022
dict_find;find;time;time;500;0.2807;0.0007;0.2796;0.2821;0.2807;0.0025
dict_find;find;time;time;1000;0.3129;0.0011;0.311;0.3138;0.3134;0.0028
dict_find;find;time;time;5000;0.2763;0.0011;0.2746;0.2775;0.2765;0.0029
dict_find;find;time;time;10000;0.2938;0.0012;0.2917;0.2958;0.2937;0.0041
dict_find;find;time;time;20000;0.2946;0.0006;0.2937;0.2955;0.2947;0.0018
dict_find;find;time;time;30000;0.2759;0.0005;0.2748;0.2765;0.276;0.0017
dict_find;find;time;time;40000;0.2819;0.0002;0.2816;0.2823;0.2819;0.0007
dict_find;find;time;time;50000;0.3144;0.0005;0.3137;0.3153;0.3144;0.0016
dict_find;find;time;time;60000;0.2782;0.0006;0.2773;0.279;0.2784;0.0017
dict_find;find;time;time;70000;0.2797;0.0009;0.2778;0.2804;0.28;0.0026
dict_find;find;time;time;80000;0.2792;0.001;0.2779;0.2806;0.2794;0.0027
dict_find;find;time;time;90000;0.2874;0.0006;0.2864;0.2885;0.2873;0.0021
dict_find;find;time;time;100000;0.3031;0.001;0.3011;0.3041;0.3033;0.003
dict_find;find;time;time;200000;0.2967;0.0006;0.2956;0.2975;0.2969;0.0019
dict_find;find;time;time;300000;0.2968;0.0007;0.296;0.2977;0.2965;0.0017
dict_find;find;time;time;400000;0.2825;0.0008;0.281;0.2837;0.2827;0.0027
dict_find;find;time;time;500000;0.2966;0.0007;0.2956;0.2977;0.2966;0.0021
dict_find;find;time;time;600000;0.2796;0.0006;0.2787;0.2801;0.2798;0.0014
dict_find;find;time;time;700000;0.284;0.0005;0.2836;0.2847;0.2839;0.0011
dict_find;find;time;time;800000;0.3137;0.0017;0.3106;0.3152;0.3144;0.0046
dict_find;find;time;time;900000;0.3213;0.0004;0.3205;0.3217;0.3215;0.0012
dict_find;find;time;time;1000000;0.2804;0.0009;0.2792;0.2819;0.2804;0.0027
list_find;get_value;sysfs;energy-pkg;100;0.0025;0.0006;0.0019;0.0036;0.0022;0.0017
list_find;get_value;sysfs;energy-pkg;500;0.0069;0.0015;0.0057;0.0106;0.0065;0.0049
list_find;get_value;sysfs;energy-pkg;1000;0.008;0.0009;0.0072;0.0096;0.0075;0.0024
list_find;get_value;sysfs;energy-pkg;5000;0.0288;0.0015;0.0264;0.0307;0.029;0.0043
list_find;get_value;sysfs;energy-pkg;10000;0.0576;0.0118;0.0486;0.0832;0.0526;0.0346
list_find;get_value;sysfs;energy-pkg;20000;0.1114;0.0026;0.109;0.1154;0.1106;0.0064
list_find;get_value;sysfs;energy-pkg;30000;0.175;0.01;0.1666;0.1978;0.1714;0.0312
list_find;get_value;sysfs;energy-pkg;40000;0.233;0.0117;0.2258;0.2603;0.2283;0.0345
list_find;get_value;sysfs;energy-pkg;50000;0.3089;0.0135;0.2874;0.3332;0.3075;0.0458
list_find;get_value;sysfs;energy-pkg;60000;0.3832;0.0142;0.3597;0.3997;0.3851;0.04
list_find;get_value;sysfs;energy-pkg;70000;0.4623;0.0084;0.4534;0.4777;0.4598;0.0243
list_find;get_value;sysfs;energy-pkg;80000;0.5348;0.0104;0.5241;0.5554;0.5315;0.0313
list_find;get_value;sysfs;energy-pkg;90000;0.6268;0.0078;0.6166;0.6414;0.6269;0.0248
list_find;get_value;sysfs;energy-pkg;100000;0.7;0.0111;0.691;0.7233;0.6948;0.0323
list_find;get_value;sysfs;energy-pkg;200000;1.5436;0.0235;1.5111;1.5716;1.5413;0.0605
list_find;get_value;sysfs;energy-pkg;300000;2.4178;0.0365;2.3644;2.4585;2.4365;0.0941
list_find;get_value;sysfs;energy-pkg;400000;3.3423;0.044;3.3035;3.4195;3.3227;0.116
list_find;get_value;sysfs;energy-pkg;500000;4.2361;0.0692;4.154;4.3348;4.2302;0.1808
list_find;get_value;sysfs;energy-pkg;600000;5.0415;0.0321;5.006;5.0922;5.0343;0.0862
list_find;get_value;sysfs;energy-pkg;700000;5.9909;0.0847;5.8952;6.1411;5.9693;0.2459
list_find;get_value;sysfs;energy-pkg;800000;6.7691;0.0628;6.6849;6.8486;6.7622;0.1637
list_find;get_value;sysfs;energy-pkg;900000;7.6618;0.1034;7.5787;7.8878;7.6293;0.3091
list_find;get_value;sysfs;energy-pkg;1000000;8.7271;0.2425;8.5303;9.0514;8.5774;0.5211
list_find;get_value;sysfs;energy-pkg;2000000;17.4725;0.0826;17.3675;17.5848;17.4892;0.2173
list_find;get_value;sysfs;energy-pkg;3000000;26.4748;0.0728;26.3361;26.5477;26.4885;0.2116
list_find;get_value;sysfs;energy-pkg;4000000;35.0827;0.227;34.7744;35.3449;35.1117;0.5705
list_find;get_value;sysfs;energy-pkg;5000000;43.6877;0.1253;43.4629;43.8601;43.7048;0.3972
list_find;get_value;sysfs;energy-pkg;6000000;52.5652;0.2576;52.2718;53.041;52.5616;0.7692
list_find;get_value;sysfs;energy-pkg;7000000;61.9626;0.229;61.6159;62.2799;61.9843;0.664
list_find;get_value;sysfs;energy-pkg;8000000;70.5531;0.2627;70.2842;71.0468;70.4725;0.7626
list_find;get_value;sysfs;energy-pkg;9000000;78.9547;0.23;78.6808;79.334;78.9331;0.6532
list_find;get_value;sysfs;energy-pkg;10000000;87.9111;0.3126;87.5395;88.5077;87.9555;0.9682
list_find;get_value;time;time;100;0.0002;0.0;0.0002;0.0002;0.0002;0.0
list_find;get_value;time;time;500;0.0011;0.0;0.0011;0.0011;0.0011;0.0
list_find;get_value;time;time;1000;0.0022;0.0;0.0022;0.0022;0.0022;0.0
list_find;get_value;time;time;5000;0.0067;0.0008;0.0056;0.0074;0.0071;0.0018
list_find;get_value;time;time;10000;0.011;0.0001;0.0108;0.0111;0.011;0.0003
list_find;get_value;time;time;20000;0.0181;0.0001;0.0179;0.0182;0.0181;0.0003
list_find;get_value;time;time;30000;0.025;0.0002;0.0246;0.0252;0.025;0.0006
list_find;get_value;time;time;40000;0.0314;0.0002;0.0313;0.0318;0.0313;0.0005
list_find;get_value;time;time;50000;0.0378;0.0006;0.0369;0.0388;0.0379;0.0019
list_find;get_value;time;time;60000;0.0446;0.0006;0.0437;0.0456;0.0445;0.0019
list_find;get_value;time;time;70000;0.0502;0.0008;0.0489;0.0512;0.05;0.0023
list_find;get_value;time;time;80000;0.0557;0.0006;0.0552;0.0569;0.0556;0.0017
list_find;get_value;time;time;90000;0.0608;0.0009;0.0597;0.0623;0.0607;0.0026
list_find;get_value;time;time;100000;0.0668;0.0013;0.0656;0.0691;0.0663;0.0035
list_find;get_value;time;time;200000;0.1226;0.0017;0.121;0.1255;0.1221;0.0045
list_find;get_value;time;time;300000;0.1841;0.004;0.1783;0.1875;0.1867;0.0092
list_find;get_value;time;time;400000;0.2438;0.0057;0.2396;0.253;0.2411;0.0134
list_find;get_value;time;time;500000;0.3066;0.0109;0.2928;0.3189;0.3096;0.0261
list_find;get_value;time;time;600000;0.3495;0.0007;0.3482;0.3504;0.3497;0.0022
list_find;get_value;time;time;700000;0.4145;0.0128;0.4022;0.4399;0.4102;0.0377
list_find;get_value;time;time;800000;0.4642;0.0045;0.4616;0.4748;0.4623;0.0132
list_find;get_value;time;time;900000;0.5279;0.0044;0.5225;0.5368;0.5275;0.0143
list_find;get_value;time;time;1000000;0.5966;0.0232;0.5764;0.6259;0.5848;0.0495
list_find;get_value;time;time;2000000;1.1324;0.0012;1.1304;1.1339;1.1325;0.0035
list_find;get_value;time;time;3000000;1.7286;0.0127;1.7128;1.7497;1.7273;0.0369
list_find;get_value;time;time;4000000;2.2563;0.0106;2.247;2.2753;2.2522;0.0283
list_find;get_value;time;time;5000000;2.8213;0.0073;2.8168;2.837;2.8178;0.0202
list_find;get_value;time;time;6000000;3.3875;0.0287;3.369;3.4451;3.3728;0.0761
list_find;get_value;time;time;7000000;3.9562;0.0147;3.933;3.9806;3.9557;0.0476
list_find;get_value;time;time;8000000;4.5218;0.0208;4.5;4.5432;4.5212;0.0432
list_find;get_value;time;time;9000000;5.0595;0.0028;5.0539;5.0626;5.06;0.0087
list_find;get_value;time;time;10000000;5.6527;0.0386;5.6251;5.7367;5.6363;0.1116
list_find;keyfind;sysfs;energy-pkg;100;0.0023;0.0006;0.002;0.0038;0.0022;0.0018
list_find;keyfind;sysfs;energy-pkg;500;0.0037;0.0011;0.0022;0.0054;0.004;0.0032
list_find;keyfind;sysfs;energy-pkg;1000;0.0043;0.0007;0.0033;0.0054;0.0043;0.0021
list_find;keyfind;sysfs;energy-pkg;5000;0.0102;0.0026;0.0061;0.0145;0.0099;0.0084
list_find;keyfind;sysfs;energy-pkg;10000;0.0124;0.0004;0.012;0.0131;0.0124;0.0011
list_find;keyfind;sysfs;energy-pkg;20000;0.027;0.0054;0.0176;0.0332;0.0295;0.0156
list_find;keyfind;sysfs;energy-pkg;30000;0.0388;0.0043;0.0326;0.0447;0.0385;0.0121
list_find;keyfind;sysfs;energy-pkg;40000;0.046;0.0085;0.0382;0.058;0.0411;0.0198
list_find;keyfind;sysfs;energy-pkg;50000;0.0533;0.0023;0.0505;0.0563;0.0537;0.0058
list_find;keyfind;sysfs;energy-pkg;60000;0.0933;0.0107;0.0861;0.1165;0.0889;0.0304
list_find;keyfind;sysfs;energy-pkg;70000;0.0907;0.0162;0.0695;0.1077;0.1;0.0382
list_find;keyfind;sysfs;energy-pkg;80000;0.093;0.014;0.0795;0.1147;0.0889;0.0352
list_find;keyfind;sysfs;energy-pkg;90000;0.1289;0.0042;0.121;0.135;0.1298;0.014
list_find;keyfind;sysfs;energy-pkg;100000;0.1221;0.0185;0.1015;0.1429;0.1249;0.0414
list_find;keyfind;sysfs;energy-pkg;200000;0.2699;0.0505;0.207;0.3235;0.2784;0.1165
list_find;keyfind;sysfs;energy-pkg;300000;0.4639;0.0694;0.3768;0.5291;0.4744;0.1523
list_find;keyfind;sysfs;energy-pkg;400000;0.661;0.0621;0.5979;0.7435;0.6411;0.1456
list_find;keyfind;sysfs;energy-pkg;500000;0.856;0.0552;0.8011;0.9683;0.8492;0.1672
list_find;keyfind;sysfs;energy-pkg;600000;1.1254;0.0588;1.0468;1.1826;1.1403;0.1358
list_find;keyfind;sysfs;energy-pkg;700000;1.3503;0.0568;1.2352;1.3933;1.3799;0.1581
list_find;keyfind;sysfs;energy-pkg;800000;1.4723;0.0285;1.4396;1.5237;1.4699;0.0841
list_find;keyfind;sysfs;energy-pkg;900000;1.7771;0.023;1.7409;1.8049;1.777;0.064
list_find;keyfind;sysfs;energy-pkg;1000000;1.9557;0.0375;1.8935;2.0077;1.9564;0.1142
list_find;keyfind;sysfs;energy-pkg;2000000;4.1249;0.0174;4.1006;4.1443;4.1286;0.0437
list_find;keyfind;sysfs;energy-pkg;3000000;6.367;0.039;6.2958;6.4325;6.3707;0.1367
list_find;keyfind;sysfs;energy-pkg;4000000;8.5277;0.0712;8.3767;8.5937;8.5331;0.217
list_find;keyfind;sysfs;energy-pkg;5000000;10.7369;0.0376;10.6801;10.8096;10.7311;0.1295
list_find;keyfind;sysfs;energy-pkg;6000000;12.9826;0.0609;12.8762;13.0464;13.0105;0.1702
list_find;keyfind;sysfs;energy-pkg;7000000;15.1591;0.0545;15.0383;15.2074;15.1762;0.1691
list_find;keyfind;sysfs;energy-pkg;8000000;17.2598;0.0607;17.1479;17.3235;17.285;0.1756
list_find;keyfind;sysfs;energy-pkg;9000000;19.5529;0.0877;19.463;19.7033;19.5144;0.2403
list_find;keyfind;sysfs;energy-pkg;10000000;21.6532;0.2794;21.0442;21.8937;21.7445;0.8495
list_find;keyfind;time;time;100;0.0;0.0;0.0;0.0;0.0;0.0
list_find;keyfind;time;time;500;0.0002;0.0;0.0002;0.0002;0.0002;0.0
list_find;keyfind;time;time;1000;0.0003;0.0;0.0003;0.0003;0.0003;0.0
list_find;keyfind;time;time;5000;0.0027;0.0004;0.0023;0.0032;0.0027;0.0009
list_find;keyfind;time;time;10000;0.0055;0.0004;0.0046;0.0058;0.0056;0.0012
list_find;keyfind;time;time;20000;0.0075;0.0008;0.0066;0.0084;0.0075;0.0018
list_find;keyfind;time;time;30000;0.0094;0.0012;0.008;0.0106;0.0098;0.0026
list_find;keyfind;time;time;40000;0.0099;0.0011;0.0089;0.0123;0.0096;0.0034
list_find;keyfind;time;time;50000;0.0103;0.0001;0.0101;0.0104;0.0103;0.0003
list_find;keyfind;time;time;60000;0.0174;0.0001;0.0173;0.0176;0.0174;0.0003
list_find;keyfind;time;time;70000;0.0175;0.0028;0.0139;0.0196;0.0195;0.0057
list_find;keyfind;time;time;80000;0.0172;0.0029;0.0154;0.022;0.0156;0.0066
list_find;keyfind;time;time;90000;0.0234;0.0025;0.0173;0.0245;0.0243;0.0072
list_find;keyfind;time;time;100000;0.0209;0.0035;0.0184;0.0264;0.0187;0.008
list_find;keyfind;time;time;200000;0.0403;0.0073;0.0331;0.0473;0.0406;0.0142
list_find;keyfind;time;time;300000;0.0624;0.0137;0.049;0.0756;0.0624;0.0266
list_find;keyfind;time;time;400000;0.0812;0.019;0.0668;0.1057;0.0683;0.0389
list_find;keyfind;time;time;500000;0.0924;0.0178;0.082;0.1339;0.0836;0.0519
list_find;keyfind;time;time;600000;0.1307;0.0303;0.1;0.1592;0.1312;0.0592
list_find;keyfind;time;time;700000;0.1555;0.035;0.1118;0.1847;0.1748;0.0729
list_find;keyfind;time;time;800000;0.1291;0.001;0.1283;0.1314;0.1287;0.0031
list_find;keyfind;time;time;900000;0.2173;0.0411;0.1468;0.2473;0.2406;0.1005
list_find;keyfind;time;time;1000000;0.185;0.0228;0.1608;0.2204;0.1756;0.0596
list_find;keyfind;time;time;2000000;0.4942;0.0695;0.3905;0.5479;0.5392;0.1574
list_find;keyfind;time;time;3000000;0.5356;0.0745;0.4735;0.6953;0.5178;0.2218
list_find;keyfind;time;time;4000000;0.6682;0.077;0.6309;0.8559;0.636;0.225
list_find;keyfind;time;time;5000000;0.7842;0.0008;0.7832;0.786;0.784;0.0028
list_find;keyfind;time;time;6000000;0.9463;0.0014;0.9438;0.9484;0.9462;0.0046
list_find;keyfind;time;time;7000000;1.105;0.0031;1.0983;1.1078;1.1053;0.0095
list_find;keyfind;time;time;8000000;1.2551;0.0062;1.2491;1.265;1.2532;0.0159
list_find;keyfind;time;time;9000000;1.4142;0.0124;1.4032;1.4323;1.4065;0.0291
list_find;keyfind;time;time;10000000;1.6532;0.1318;1.5731;1.9658;1.6057;0.3927
list_find;recursive;sysfs;energy-pkg;100;0.0025;0.0007;0.002;0.0037;0.0021;0.0017
list_find;recursive;sysfs;energy-pkg;500;0.0058;0.0009;0.0045;0.0068;0.0061;0.0023
list_find;recursive;sysfs;energy-pkg;1000;0.0075;0.0009;0.0063;0.0085;0.0075;0.0022
list_find;recursive;sysfs;energy-pkg;5000;0.0197;0.0013;0.0181;0.0216;0.0198;0.0035
list_find;recursive;sysfs;energy-pkg;10000;0.0427;0.0081;0.0357;0.0604;0.0404;0.0247
list_find;recursive;sysfs;energy-pkg;20000;0.0803;0.0034;0.0781;0.0884;0.079;0.0103
list_find;recursive;sysfs;energy-pkg;30000;0.1222;0.0108;0.1154;0.1479;0.1181;0.0325
list_find;recursive;sysfs;energy-pkg;40000;0.1647;0.0116;0.1564;0.1912;0.1609;0.0348
list_find;recursive;sysfs;energy-pkg;50000;0.2075;0.0114;0.2006;0.2343;0.202;0.0337
list_find;recursive;sysfs;energy-pkg;60000;0.2568;0.0103;0.2487;0.2802;0.2539;0.0315
list_find;recursive;sysfs;energy-pkg;70000;0.3091;0.0119;0.2982;0.3327;0.3068;0.0345
list_find;recursive;sysfs;energy-pkg;80000;0.3537;0.0109;0.3444;0.3762;0.3517;0.0318
list_find;recursive;sysfs;energy-pkg;90000;0.4227;0.018;0.3998;0.4489;0.4221;0.0491
list_find;recursive;sysfs;energy-pkg;100000;0.4771;0.0104;0.4675;0.4964;0.4726;0.0289
list_find;recursive;sysfs;energy-pkg;200000;1.0602;0.0088;1.0471;1.077;1.0608;0.0299
list_find;recursive;sysfs;energy-pkg;300000;1.6735;0.0132;1.6616;1.7039;1.6679;0.0423
list_find;recursive;sysfs;energy-pkg;400000;2.3824;0.0328;2.3409;2.4315;2.3821;0.0906
list_find;recursive;sysfs;energy-pkg;500000;3.0415;0.0215;3.0021;3.0709;3.042;0.0688
list_find;recursive;sysfs;energy-pkg;600000;3.6926;0.0305;3.6614;3.7524;3.6866;0.091
list_find;recursive;sysfs;energy-pkg;700000;4.3757;0.0341;4.3279;4.4228;4.3826;0.0949
list_find;recursive;sysfs;energy-pkg;800000;5.0115;0.0253;4.9819;5.0584;5.0038;0.0765
list_find;recursive;sysfs;energy-pkg;900000;5.6297;0.0301;5.585;5.6686;5.6323;0.0836
list_find;recursive;sysfs;energy-pkg;1000000;6.3158;0.0488;6.2527;6.3773;6.3177;0.1246
list_find;recursive;sysfs;energy-pkg;2000000;13.0941;0.0601;13.0072;13.1703;13.1047;0.1631
list_find;recursive;sysfs;energy-pkg;3000000;19.825;0.0543;19.7379;19.8988;19.8398;0.1609
list_find;recursive;sysfs;energy-pkg;4000000;26.6548;0.1069;26.4231;26.7966;26.6637;0.3735
list_find;recursive;sysfs;energy-pkg;5000000;32.9025;0.0674;32.8283;33.0099;32.8722;0.1816
list_find;recursive;sysfs;energy-pkg;6000000;38.5991;0.1095;38.4682;38.731;38.632;0.2628
list_find;recursive;sysfs;energy-pkg;7000000;46.0794;0.1275;45.8981;46.216;46.099;0.3179
list_find;recursive;sysfs;energy-pkg;8000000;52.2808;0.1399;52.1443;52.534;52.2641;0.3897
list_find;recursive;sysfs;energy-pkg;9000000;59.2001;0.3364;58.5484;59.5107;59.272;0.9623
list_find;recursive;sysfs;energy-pkg;10000000;66.262;0.2878;65.9022;66.6746;66.2526;0.7724
list_find;recursive;time;time;100;0.0002;0.0;0.0002;0.0002;0.0002;0.0
list_find;recursive;time;time;500;0.0008;0.0;0.0008;0.0009;0.0008;0.0001
list_find;recursive;time;time;1000;0.0017;0.0;0.0017;0.0017;0.0017;0.0
list_find;recursive;time;time;5000;0.0062;0.0005;0.0051;0.0067;0.0064;0.0016
list_find;recursive;time;time;10000;0.0092;0.0001;0.009;0.0093;0.0092;0.0003
list_find;recursive;time;time;20000;0.0148;0.0002;0.0145;0.015;0.0148;0.0005
list_find;recursive;time;time;30000;0.0202;0.0002;0.0199;0.0205;0.0202;0.0006
list_find;recursive;time;time;40000;0.0253;0.0001;0.0251;0.0254;0.0253;0.0003
list_find;recursive;time;time;50000;0.0295;0.0004;0.029;0.03;0.0294;0.001
list_find;recursive;time;time;60000;0.036;0.0003;0.0355;0.0363;0.036;0.0008
list_find;recursive;time;time;70000;0.0401;0.0005;0.0394;0.0407;0.0401;0.0013
list_find;recursive;time;time;80000;0.045;0.0004;0.0441;0.0454;0.0452;0.0013
list_find;recursive;time;time;90000;0.0495;0.0006;0.0481;0.0501;0.0495;0.002
list_find;recursive;time;time;100000;0.0539;0.0003;0.0536;0.0543;0.0539;0.0007
list_find;recursive;time;time;200000;0.0956;0.001;0.0945;0.0973;0.0953;0.0028
list_find;recursive;time;time;300000;0.142;0.0007;0.1408;0.1432;0.142;0.0024
list_find;recursive;time;time;400000;0.1952;0.0021;0.1925;0.1974;0.1958;0.0049
list_find;recursive;time;time;500000;0.2426;0.0023;0.2382;0.2454;0.2432;0.0072
list_find;recursive;time;time;600000;0.2878;0.0046;0.2825;0.2934;0.2885;0.0109
list_find;recursive;time;time;700000;0.3355;0.0018;0.3334;0.3385;0.335;0.0051
list_find;recursive;time;time;800000;0.3841;0.0024;0.3807;0.3881;0.3838;0.0074
list_find;recursive;time;time;900000;0.425;0.0053;0.4204;0.4342;0.4234;0.0138
list_find;recursive;time;time;1000000;0.4738;0.0018;0.4718;0.4766;0.473;0.0048
list_find;recursive;time;time;2000000;0.9534;0.0051;0.9491;0.9644;0.9525;0.0153
list_find;recursive;time;time;3000000;1.4138;0.0045;1.408;1.421;1.4122;0.013
list_find;recursive;time;time;4000000;1.8855;0.0029;1.8803;1.889;1.8854;0.0087
list_find;recursive;time;time;5000000;2.3483;0.0026;2.3456;2.3541;2.3473;0.0085
list_find;recursive;time;time;6000000;2.6784;0.0078;2.6741;2.6975;2.6757;0.0234
list_find;recursive;time;time;7000000;3.2822;0.0042;3.2764;3.2887;3.2814;0.0123
list_find;recursive;time;time;8000000;3.6908;0.0046;3.6856;3.6997;3.6897;0.0141
list_find;recursive;time;time;9000000;4.163;0.0134;4.1441;4.1814;4.1614;0.0373
list_find;recursive;time;time;10000000;4.6786;0.0048;4.673;4.6871;4.6779;0.0141
map_find;find;sysfs;energy-pkg;100;0.2869;0.0077;0.2792;0.303;0.2859;0.0238
